,order_id,user_id,order_time
3563,361415,225,2015-03-01 17:00:00
3572,2787288,226,2015-01-01 19:00:00
3573,3415661,226,2015-01-08 06:00:00
3574,1614014,226,2015-01-16 14:00:00
3575,2621348,226,2015-01-22 21:00:00
3576,1276412,226,2015-01-28 17:00:00
3577,1961783,226,2015-02-17 07:00:00
3578,491567,226,2015-03-12 15:00:00
3594,672462,227,2015-01-01 22:00:00
3595,1951443,227,2015-01-07 14:00:00
3596,1951445,227,2015-01-13 04:00:00
3597,1082106,227,2015-01-18 20:00:00
3598,464973,227,2015-01-27 04:00:00
3599,870972,227,2015-01-30 16:00:00
3600,1344741,227,2015-02-13 04:00:00
3601,726573,227,2015-02-17 18:00:00
3602,3386701,227,2015-02-24 13:00:00
3603,2341386,227,2015-03-02 12:00:00
3604,1861082,227,2015-03-10 10:00:00
3626,2094783,228,2015-01-01 22:00:00
3627,3330542,228,2015-01-15 08:00:00
3628,1659269,228,2015-01-19 21:00:00
3629,3148522,228,2015-01-30 11:00:00
3630,2098786,228,2015-02-05 05:00:00
3631,1419811,229,2015-01-01 22:00:00
3632,2717489,229,2015-02-01 13:00:00
3633,2099772,229,2015-02-17 02:00:00
3634,1168589,229,2015-03-04 10:00:00
3649,3138509,230,2015-01-01 17:00:00
3650,597921,230,2015-01-20 03:00:00
3651,3275664,230,2015-02-06 20:00:00
3652,3391214,230,2015-03-06 10:00:00
3660,3266727,231,2015-01-01 00:00:00
3661,1826997,231,2015-01-15 12:00:00
3662,1221771,231,2015-02-01 23:00:00
3663,2499603,231,2015-02-18 01:00:00
3664,1589727,232,2015-01-01 14:00:00
3665,945776,232,2015-01-08 00:00:00
3666,1225719,232,2015-01-14 15:00:00
3667,269155,232,2015-01-19 00:00:00
3668,2159284,232,2015-01-24 10:00:00
3669,623566,232,2015-02-06 20:00:00
3670,942009,232,2015-02-20 05:00:00
3671,3285768,232,2015-02-24 16:00:00
3672,619919,232,2015-03-13 00:00:00
3701,2589785,233,2015-01-01 12:00:00
3702,1190776,233,2015-01-06 23:00:00
3703,364207,233,2015-01-16 09:00:00
3704,512518,233,2015-01-23 20:00:00
3705,2905290,233,2015-01-31 09:00:00
3706,676596,233,2015-02-07 20:00:00
3707,1534530,233,2015-02-13 07:00:00
3708,744096,233,2015-03-04 13:00:00
3709,3407043,233,2015-03-09 00:00:00
3727,2278052,234,2015-01-01 21:00:00
3728,1001563,234,2015-01-10 06:00:00
3729,3229575,234,2015-01-16 23:00:00
3730,135710,234,2015-01-28 11:00:00
3731,588293,234,2015-02-04 09:00:00
3732,2590192,234,2015-02-11 04:00:00
3733,2475255,234,2015-02-18 14:00:00
3734,1009067,234,2015-02-26 11:00:00
3735,1159387,234,2015-03-05 20:00:00
3770,1988164,235,2015-01-01 15:00:00
3771,382106,235,2015-01-14 23:00:00
3772,930517,235,2015-01-23 10:00:00
3773,401236,235,2015-01-30 21:00:00
3774,270127,235,2015-03-02 15:00:00
3775,3044965,235,2015-03-12 06:00:00
3792,2505888,236,2015-01-01 07:00:00
3793,1317917,236,2015-01-07 22:00:00
3794,1032073,236,2015-01-14 22:00:00
3795,1166201,236,2015-01-29 10:00:00
3796,1603426,236,2015-02-02 01:00:00
3797,65234,236,2015-02-13 16:00:00
3798,969003,236,2015-02-20 11:00:00
3799,3164716,236,2015-03-04 02:00:00
3800,2867159,236,2015-03-08 03:00:00
3801,467387,236,2015-03-13 02:00:00
3838,2113426,237,2015-01-01 10:00:00
3839,3182826,237,2015-01-06 22:00:00
3840,3257571,237,2015-01-10 10:00:00
3841,3136553,237,2015-01-23 00:00:00
3842,486655,237,2015-01-30 19:00:00
3843,1339594,237,2015-02-02 04:00:00
3844,2856242,237,2015-02-12 12:00:00
3845,1192744,237,2015-02-12 20:00:00
3847,1224605,238,2015-01-01 19:00:00
3848,1094431,238,2015-01-17 14:00:00
3849,453046,238,2015-01-25 00:00:00
3850,1686026,238,2015-02-08 09:00:00
3851,1513121,238,2015-02-18 05:00:00
3854,1192185,239,2015-01-01 02:00:00
3855,1305265,239,2015-01-31 20:00:00
3856,2220351,239,2015-03-03 08:00:00
3860,3379591,240,2015-01-01 07:00:00
3861,370635,240,2015-01-31 18:00:00
3862,1522069,240,2015-02-06 02:00:00
3863,1175191,240,2015-03-08 10:00:00
3866,2959328,241,2015-01-01 14:00:00
3867,1254588,241,2015-01-14 07:00:00
3868,1949120,241,2015-01-19 23:00:00
3869,251591,241,2015-02-14 14:00:00
3870,2121856,241,2015-02-15 06:00:00
3871,2763678,241,2015-02-18 02:00:00
3872,1619441,241,2015-03-05 16:00:00
3873,1395058,241,2015-03-09 02:00:00
3881,2484309,242,2015-01-01 11:00:00
3882,2620567,242,2015-01-20 01:00:00
3883,513477,242,2015-01-29 14:00:00
3884,572124,242,2015-03-01 07:00:00
3898,1604596,243,2015-01-01 13:00:00
3899,1174203,243,2015-01-15 05:00:00
3900,221219,243,2015-01-27 16:00:00
3901,3251692,243,2015-02-27 05:00:00
3902,1233864,243,2015-03-05 19:00:00
3926,890759,244,2015-01-01 19:00:00
3927,1453688,244,2015-01-16 05:00:00
3928,3232305,244,2015-02-15 23:00:00
3929,1561861,244,2015-02-22 19:00:00
3930,558302,244,2015-02-28 08:00:00
3931,3249598,244,2015-03-11 04:00:00
3934,2591231,245,2015-01-01 10:00:00
3935,414154,245,2015-02-01 02:00:00
3936,533946,245,2015-03-03 17:00:00
3940,1460715,246,2015-01-01 15:00:00
3941,3381147,246,2015-01-15 02:00:00
3942,2475839,246,2015-02-14 14:00:00
3943,685820,246,2015-02-23 03:00:00
3944,868562,246,2015-03-04 13:00:00
3945,1653971,246,2015-03-13 00:00:00
3946,1891460,247,2015-01-01 12:00:00
3947,2206543,247,2015-01-09 04:00:00
3948,1851551,247,2015-01-21 20:00:00
3949,362389,247,2015-02-21 05:00:00
3952,1219005,248,2015-01-01 08:00:00
3953,1625970,248,2015-01-05 03:00:00
3954,3077187,248,2015-01-12 20:00:00
3955,3090743,248,2015-01-15 11:00:00
3956,3254401,248,2015-01-22 04:00:00
3957,650872,248,2015-01-25 21:00:00
3958,14197,248,2015-01-28 11:00:00
3959,61670,248,2015-01-31 03:00:00
3960,2052479,248,2015-02-06 21:00:00
3961,1841261,248,2015-02-12 12:00:00
3962,920620,248,2015-02-20 22:00:00
3963,2487495,248,2015-02-23 15:00:00
4011,1765616,249,2015-01-01 11:00:00
4012,1190729,249,2015-01-16 02:00:00
4013,1639611,249,2015-01-21 21:00:00
4014,3152603,249,2015-01-27 13:00:00
4015,903548,249,2015-02-05 05:00:00
4016,439237,249,2015-02-12 04:00:00
4017,2400090,249,2015-02-20 02:00:00
4018,148985,249,2015-02-24 17:00:00
4019,1096353,249,2015-03-09 08:00:00
4020,142062,249,2015-03-13 06:00:00
4021,3389694,250,2015-01-01 19:00:00
4022,1670498,250,2015-02-01 08:00:00
4023,2961658,250,2015-02-27 02:00:00
4024,337651,250,2015-03-06 00:00:00
4025,183152,250,2015-03-14 18:00:00
4033,1087869,251,2015-01-01 12:00:00
4034,841967,251,2015-01-02 00:00:00
4035,1701633,251,2015-01-30 12:00:00
4036,2587259,251,2015-02-09 05:00:00
4037,384953,251,2015-02-16 21:00:00
4044,1634649,252,2015-01-01 16:00:00
4045,2780415,252,2015-01-16 07:00:00
4046,2649427,252,2015-02-16 05:00:00
4049,2977050,253,2015-01-01 15:00:00
4050,1387711,253,2015-01-05 09:00:00
4051,3031137,253,2015-02-05 03:00:00
4052,2727415,253,2015-02-08 15:00:00
4053,2224872,254,2015-01-01 10:00:00
4054,933301,254,2015-01-06 06:00:00
4055,1542071,254,2015-01-11 22:00:00
4056,2309538,254,2015-01-16 06:00:00
4057,250983,254,2015-01-20 22:00:00
4058,3126679,254,2015-01-24 19:00:00
4059,273021,254,2015-02-01 03:00:00
4060,1797056,254,2015-02-07 19:00:00
4061,52770,254,2015-02-08 14:00:00
4062,950590,254,2015-02-16 23:00:00
4063,1233903,254,2015-02-20 15:00:00
4064,1696774,254,2015-02-26 02:00:00
4065,1567723,255,2015-01-01 14:00:00
4066,1428278,255,2015-01-14 11:00:00
4067,3111525,255,2015-02-06 13:00:00
4068,1231364,255,2015-02-20 01:00:00
4070,2780275,256,2015-01-01 16:00:00
4071,1631579,256,2015-01-12 11:00:00
4072,3415986,256,2015-01-25 03:00:00
4073,2644258,256,2015-02-20 20:00:00
4074,1407281,256,2015-03-07 10:00:00
4089,1917123,257,2015-01-01 18:00:00
4090,479079,257,2015-01-04 06:00:00
4091,933727,257,2015-01-09 03:00:00
4092,999943,257,2015-01-17 01:00:00
4093,1915500,257,2015-01-22 14:00:00
4094,402235,257,2015-01-29 08:00:00
4095,772262,257,2015-02-02 02:00:00
4096,250369,257,2015-02-03 20:00:00
4097,3135054,257,2015-02-09 18:00:00
4098,2643540,257,2015-02-12 06:00:00
4099,1613282,257,2015-02-17 01:00:00
4100,3152091,257,2015-02-18 19:00:00
4101,2601975,257,2015-02-23 07:00:00
4102,986212,257,2015-02-24 20:00:00
4103,864807,257,2015-03-03 17:00:00
4104,29171,257,2015-03-09 17:00:00
4110,1185231,258,2015-01-01 17:00:00
4111,3357860,258,2015-01-09 13:00:00
4112,2885174,258,2015-02-01 01:00:00
4113,3102060,258,2015-02-11 18:00:00
4114,932262,258,2015-02-15 06:00:00
4115,159293,258,2015-02-28 15:00:00
4135,2678739,259,2015-01-01 10:00:00
4136,1912534,259,2015-01-05 04:00:00
4137,3346136,259,2015-01-12 00:00:00
4138,1976038,259,2015-02-11 11:00:00
4139,1098424,260,2015-01-01 12:00:00
4140,499513,260,2015-01-09 21:00:00
4141,372836,260,2015-01-21 06:00:00
4142,1978768,260,2015-01-29 16:00:00
4143,1779397,260,2015-02-09 02:00:00
4144,3366824,260,2015-02-19 13:00:00
4145,2548400,260,2015-03-05 23:00:00
4146,2510631,260,2015-03-10 08:00:00
4157,2627135,261,2015-01-01 17:00:00
4158,1602107,261,2015-01-04 11:00:00
4159,774034,261,2015-01-09 03:00:00
4160,2884003,261,2015-01-15 12:00:00
4161,1161784,261,2015-01-17 05:00:00
4162,2911815,261,2015-01-21 22:00:00
4163,2116059,261,2015-01-29 15:00:00
4164,2828961,261,2015-02-01 02:00:00
4165,1162736,261,2015-02-05 19:00:00
4166,1693542,262,2015-01-01 09:00:00
4167,2312239,262,2015-01-05 20:00:00
4168,2849066,262,2015-01-16 06:00:00
4169,277974,262,2015-01-23 16:00:00
4170,1486508,262,2015-01-25 15:00:00
4171,3081192,262,2015-02-07 23:00:00
4172,722388,262,2015-02-15 16:00:00
4173,38150,262,2015-03-10 01:00:00
4212,970746,263,2015-01-01 02:00:00
4213,339267,263,2015-01-11 23:00:00
4214,455491,263,2015-01-24 13:00:00
4215,3048274,263,2015-01-29 08:00:00
4216,2009710,264,2015-01-01 09:00:00
4217,1004638,264,2015-01-09 22:00:00
4218,3343340,264,2015-01-27 13:00:00
4219,401829,264,2015-02-27 05:00:00
4220,441698,264,2015-03-06 22:00:00
4246,664181,265,2015-01-01 16:00:00
4247,123938,265,2015-01-04 08:00:00
4248,1245212,265,2015-01-24 03:00:00
4249,2012228,265,2015-01-28 11:00:00
4250,1646591,265,2015-02-27 21:00:00
4254,48012,266,2015-01-01 14:00:00
4255,2637327,266,2015-01-20 03:00:00
4256,3023305,266,2015-01-22 13:00:00
4257,872729,266,2015-02-08 21:00:00
4258,2901296,266,2015-03-11 12:00:00
4259,3069370,266,2015-03-12 05:00:00
4260,1475276,267,2015-01-01 17:00:00
4261,3124491,267,2015-01-24 03:00:00
4262,1420363,267,2015-02-08 18:00:00
4263,2427600,267,2015-03-01 07:00:00
4264,1312647,267,2015-03-09 16:00:00
4270,2050913,268,2015-01-01 22:00:00
4271,1818487,268,2015-01-09 04:00:00
4272,3211599,268,2015-02-08 20:00:00
4273,2533744,268,2015-03-11 04:00:00
4280,890813,269,2015-01-01 10:00:00
4281,3248161,269,2015-02-01 06:00:00
4282,1869769,269,2015-03-03 20:00:00
4284,2640026,270,2015-01-01 22:00:00
4285,347246,270,2015-01-08 14:00:00
4286,951336,270,2015-01-18 08:00:00
4287,1126043,270,2015-01-27 02:00:00
4288,26217,270,2015-02-02 09:00:00
4289,314330,270,2015-02-06 05:00:00
4290,3131660,270,2015-02-17 17:00:00
4291,851607,270,2015-02-25 09:00:00
4292,2924101,270,2015-03-10 18:00:00
4307,907774,271,2015-01-01 20:00:00
4308,84339,271,2015-02-01 17:00:00
4309,1777647,271,2015-02-10 12:00:00
4310,2883358,271,2015-02-24 11:00:00
4323,132783,272,2015-01-01 11:00:00
4324,2163902,272,2015-01-16 01:00:00
4325,1386790,272,2015-01-30 16:00:00
4326,1150635,272,2015-01-31 07:00:00
4327,1125712,272,2015-02-13 22:00:00
4328,1003776,272,2015-02-24 11:00:00
4333,795884,273,2015-01-01 16:00:00
4334,2578458,273,2015-01-07 08:00:00
4335,2024887,273,2015-01-08 21:00:00
4336,1787108,273,2015-02-08 12:00:00
4337,2755405,273,2015-02-17 06:00:00
4353,48235,274,2015-01-01 18:00:00
4354,2944451,274,2015-02-01 12:00:00
4355,2022162,274,2015-03-04 07:00:00
4368,1098729,275,2015-01-01 18:00:00
4369,1631174,275,2015-01-14 09:00:00
4370,1235105,275,2015-01-17 22:00:00
4371,368961,275,2015-02-12 09:00:00
4372,2694754,275,2015-02-25 21:00:00
4383,3299888,276,2015-01-01 08:00:00
4384,1849963,276,2015-01-17 01:00:00
4385,3264652,276,2015-01-23 18:00:00
4386,1774119,276,2015-01-31 09:00:00
4387,2587092,276,2015-02-07 03:00:00
4388,2438146,276,2015-02-14 20:00:00
4393,3282001,277,2015-01-01 12:00:00
4394,3388703,277,2015-01-04 23:00:00
4395,68864,277,2015-02-04 15:00:00
4396,2572142,277,2015-02-10 08:00:00
4397,1828099,278,2015-01-01 10:00:00
4398,1046191,278,2015-01-05 20:00:00
4399,936128,278,2015-01-08 09:00:00
4400,1340668,278,2015-01-13 03:00:00
4401,564930,278,2015-01-16 13:00:00
4402,1381712,278,2015-01-21 03:00:00
4403,2118257,278,2015-01-23 19:00:00
4404,3302257,278,2015-01-30 10:00:00
4405,2791160,278,2015-02-02 20:00:00
4406,2388723,278,2015-02-07 08:00:00
4407,432821,278,2015-02-10 21:00:00
4408,1358395,278,2015-02-14 06:00:00
4409,1985232,278,2015-02-16 18:00:00
4410,3389063,278,2015-02-17 06:00:00
4411,1097833,278,2015-02-22 18:00:00
4412,2587873,278,2015-02-23 06:00:00
4413,1073210,278,2015-02-25 22:00:00
4414,3160150,278,2015-02-28 11:00:00
4415,2006061,278,2015-03-01 00:00:00
4416,3322468,278,2015-03-03 20:00:00
4417,1636841,278,2015-03-07 10:00:00
4466,2975214,279,2015-01-01 13:00:00
4467,3341490,279,2015-01-15 02:00:00
4468,1691473,279,2015-02-06 14:00:00
4469,49068,279,2015-02-24 05:00:00
4470,1444904,279,2015-03-04 15:00:00
4481,600006,280,2015-01-01 07:00:00
4482,337705,280,2015-01-06 19:00:00
4483,1408392,280,2015-01-10 07:00:00
4484,369277,280,2015-01-15 20:00:00
4485,2390248,280,2015-01-23 15:00:00
4486,192713,280,2015-01-27 11:00:00
4487,293977,280,2015-02-01 05:00:00
4488,1367519,280,2015-02-09 02:00:00
4489,2187982,280,2015-02-17 22:00:00
4490,2321829,280,2015-02-26 17:00:00
4491,1147426,280,2015-03-11 13:00:00
4523,1947862,281,2015-01-01 12:00:00
4524,2560739,281,2015-01-08 00:00:00
4525,2420733,281,2015-01-14 22:00:00
4526,1588824,281,2015-01-20 09:00:00
4527,2627333,281,2015-02-08 22:00:00
4528,1783067,281,2015-02-26 16:00:00
4554,2262436,282,2015-01-01 12:00:00
4555,977241,282,2015-01-24 07:00:00
4556,3074927,282,2015-02-23 20:00:00
4557,445784,282,2015-02-26 14:00:00
4558,1405314,283,2015-01-01 08:00:00
4559,2787142,283,2015-01-31 16:00:00
4560,387214,283,2015-02-13 04:00:00
4561,3192153,283,2015-03-13 14:00:00
4564,2006537,284,2015-01-01 12:00:00
4565,983957,284,2015-01-13 23:00:00
4566,2314173,284,2015-01-28 10:00:00
4567,106356,284,2015-02-07 19:00:00
4568,1801937,284,2015-02-22 09:00:00
4581,3333731,285,2015-01-01 18:00:00
4582,2112627,285,2015-02-01 12:00:00
4583,884362,285,2015-02-15 05:00:00
4586,794089,286,2015-01-01 08:00:00
4587,1299589,286,2015-01-17 15:00:00
4588,2332271,286,2015-01-21 05:00:00
4589,3529,286,2015-02-09 14:00:00
4590,2472593,287,2015-01-01 20:00:00
4591,819476,287,2015-01-05 05:00:00
4592,1188905,287,2015-01-10 21:00:00
4593,101477,287,2015-01-13 06:00:00
4594,1670753,287,2015-01-14 17:00:00
4595,2507886,287,2015-01-20 02:00:00
4596,2386196,287,2015-01-20 14:00:00
4597,1948898,287,2015-01-22 23:00:00
4598,1119006,287,2015-01-27 08:00:00
4599,523790,287,2015-01-28 18:00:00
4600,571062,287,2015-01-30 03:00:00
4601,982669,287,2015-03-01 16:00:00
4605,2108915,288,2015-01-01 14:00:00
4606,1158794,288,2015-02-01 01:00:00
4607,1179462,288,2015-03-03 22:00:00
4609,287786,289,2015-01-01 08:00:00
4610,2391810,289,2015-01-08 16:00:00
4611,1243607,289,2015-01-16 01:00:00
4612,3209650,289,2015-01-22 19:00:00
4613,3170661,289,2015-01-31 03:00:00
4614,2927238,289,2015-02-07 10:00:00
4615,1792642,289,2015-02-14 18:00:00
4616,3129806,289,2015-02-22 05:00:00
4617,2696458,289,2015-03-01 13:00:00
4618,2248779,289,2015-03-09 07:00:00
4659,41236,290,2015-01-01 11:00:00
4660,1439283,290,2015-01-09 01:00:00
4661,3080196,290,2015-01-16 13:00:00
4662,2881272,290,2015-01-23 23:00:00
4663,685528,290,2015-01-31 09:00:00
4664,292988,290,2015-02-07 20:00:00
4665,2938120,290,2015-02-15 05:00:00
4666,3400588,290,2015-02-22 16:00:00
4667,2016711,290,2015-03-01 11:00:00
4668,2750799,290,2015-03-08 21:00:00
4711,2924112,291,2015-01-01 14:00:00
4712,1648703,291,2015-01-08 03:00:00
4713,917719,291,2015-01-11 14:00:00
4714,2084611,291,2015-02-06 04:00:00
4715,1374681,291,2015-02-23 16:00:00
4716,1803835,292,2015-01-01 15:00:00
4717,935537,292,2015-01-12 03:00:00
4718,3278684,292,2015-02-11 18:00:00
4719,3196015,292,2015-02-19 11:00:00
4720,640389,292,2015-02-28 03:00:00
4725,1204424,293,2015-01-01 20:00:00
4726,2748748,293,2015-01-17 16:00:00
4727,1935091,293,2015-01-25 12:00:00
4728,1633161,293,2015-02-25 07:00:00
4734,2190685,294,2015-01-01 02:00:00
4735,1931207,294,2015-01-07 19:00:00
4736,1156798,294,2015-01-10 12:00:00
4737,1196038,294,2015-01-13 06:00:00
4738,1474027,294,2015-01-17 02:00:00
4739,315194,294,2015-01-24 12:00:00
4740,2236673,294,2015-02-24 07:00:00
4741,2933864,294,2015-03-02 16:00:00
4742,1863642,294,2015-03-05 11:00:00
4750,3214808,295,2015-01-01 12:00:00
4751,1558179,295,2015-01-09 04:00:00
4752,951798,295,2015-01-11 00:00:00
4753,2385674,295,2015-01-15 14:00:00
4754,183934,295,2015-01-21 08:00:00
4755,2084049,295,2015-01-24 18:00:00
4756,2287043,295,2015-01-26 07:00:00
4757,1642460,295,2015-02-01 20:00:00
4758,757891,295,2015-02-07 09:00:00
4759,358702,295,2015-02-15 01:00:00
4760,1438148,295,2015-02-23 11:00:00
4761,1915657,295,2015-03-01 02:00:00
4762,3392301,295,2015-03-03 13:00:00
4763,1703108,295,2015-03-07 03:00:00
4764,3147598,295,2015-03-10 13:00:00
4774,1675666,296,2015-01-01 14:00:00
4775,1286214,296,2015-01-04 06:00:00
4776,2279389,296,2015-01-05 22:00:00
4777,1092381,296,2015-02-05 08:00:00
4778,1502004,296,2015-02-06 17:00:00
4779,783032,296,2015-02-07 07:00:00
4780,208213,296,2015-02-11 19:00:00
4781,1591630,297,2015-01-01 19:00:00
4782,1612018,297,2015-01-30 13:00:00
4783,512481,297,2015-03-02 04:00:00
4793,2915432,298,2015-01-01 14:00:00
4794,2955230,298,2015-01-26 23:00:00
4795,613874,298,2015-02-10 11:00:00
4796,1979266,298,2015-02-27 01:00:00
4797,3310680,299,2015-01-01 14:00:00
4798,1932959,299,2015-01-08 05:00:00
4799,1435673,299,2015-01-24 18:00:00
4800,2027961,299,2015-02-15 03:00:00
4807,664097,300,2015-01-01 16:00:00
4808,1812217,300,2015-01-04 02:00:00
4809,1307480,300,2015-01-11 15:00:00
4810,2268251,300,2015-01-13 06:00:00
4811,261236,300,2015-01-17 17:00:00
4812,2530991,300,2015-01-27 17:00:00
4813,3120587,300,2015-02-01 06:00:00
4814,750023,300,2015-02-03 01:00:00
4815,1541691,300,2015-02-05 20:00:00
4816,1229068,300,2015-02-09 11:00:00
4817,3397730,300,2015-02-16 03:00:00
4818,2445654,300,2015-02-20 04:00:00
4819,1115057,300,2015-02-27 16:00:00
4820,2335528,300,2015-03-03 05:00:00
4821,2113316,300,2015-03-11 21:00:00
4846,512953,301,2015-01-01 14:00:00
4847,402904,301,2015-01-08 02:00:00
4848,1772872,301,2015-01-13 13:00:00
4849,1541821,301,2015-02-07 04:00:00
4850,1098349,301,2015-02-28 21:00:00
4851,1148970,301,2015-03-07 12:00:00
4852,2361187,301,2015-03-10 22:00:00
4865,1656422,302,2015-01-01 12:00:00
4866,1654049,302,2015-01-16 04:00:00
4867,1882795,302,2015-01-17 16:00:00
4868,560153,302,2015-01-24 03:00:00
4869,269362,302,2015-02-09 15:00:00
4870,1508043,302,2015-02-22 03:00:00
4871,3310592,302,2015-03-09 17:00:00
4876,2437906,303,2015-01-01 22:00:00
4877,753002,303,2015-02-01 14:00:00
4878,740135,303,2015-02-14 21:00:00
4879,2150981,303,2015-02-22 05:00:00
4880,346406,303,2015-02-26 15:00:00
4881,602072,303,2015-03-07 09:00:00
4885,2647445,304,2015-01-01 20:00:00
4886,1218814,304,2015-01-13 12:00:00
4887,1594871,304,2015-01-25 02:00:00
4888,760508,304,2015-02-07 19:00:00
4889,3385659,304,2015-02-21 15:00:00
4890,1348703,304,2015-03-08 09:00:00
4928,3317997,305,2015-01-01 21:00:00
4929,1425800,305,2015-02-01 13:00:00
4930,1840112,305,2015-03-04 02:00:00
4933,992650,306,2015-01-01 17:00:00
4934,3396778,306,2015-02-01 05:00:00
4935,1955639,306,2015-02-11 21:00:00
4936,2018453,306,2015-03-14 08:00:00
4958,639742,307,2015-01-01 21:00:00
4959,1032584,307,2015-01-17 04:00:00
4960,3254006,307,2015-02-07 18:00:00
4961,659587,307,2015-02-19 05:00:00
4962,532002,307,2015-02-27 19:00:00
4963,3279855,307,2015-03-05 05:00:00
4993,636720,308,2015-01-01 13:00:00
4994,3228193,308,2015-02-01 02:00:00
4995,521406,308,2015-02-02 13:00:00
4996,738988,308,2015-02-07 03:00:00
4997,1985250,309,2015-01-01 13:00:00
4998,1988742,309,2015-01-03 09:00:00
4999,2505773,309,2015-01-04 23:00:00
5000,2162356,309,2015-01-06 08:00:00
5001,1038928,309,2015-01-06 21:00:00
5002,3243661,309,2015-01-07 16:00:00
5003,993264,309,2015-01-09 05:00:00
5004,3214695,309,2015-01-10 13:00:00
5005,1006930,309,2015-01-12 21:00:00
5006,694432,309,2015-01-14 07:00:00
5007,501294,309,2015-01-16 16:00:00
5008,1109555,309,2015-01-18 00:00:00
5009,556172,309,2015-01-19 08:00:00
5010,762318,309,2015-01-22 00:00:00
5011,46306,309,2015-01-23 12:00:00
5012,2502918,309,2015-01-24 06:00:00
5013,3233811,309,2015-01-26 13:00:00
5014,2001259,309,2015-01-27 20:00:00
5015,2916422,309,2015-01-28 13:00:00
5016,2889091,309,2015-01-31 23:00:00
5017,1266404,309,2015-02-02 07:00:00
5018,2400863,309,2015-02-03 15:00:00
5019,1484348,309,2015-02-04 23:00:00
5020,2359131,309,2015-02-05 11:00:00
5021,608969,309,2015-02-06 02:00:00
5022,2600069,309,2015-02-07 15:00:00
5023,1846759,310,2015-01-01 11:00:00
5024,429185,310,2015-01-04 23:00:00
5025,998440,310,2015-01-06 12:00:00
5026,439502,310,2015-01-12 23:00:00
5027,1362535,310,2015-01-17 09:00:00
5028,558936,310,2015-01-18 18:00:00
5029,1082955,310,2015-01-21 04:00:00
5030,1725102,310,2015-01-26 12:00:00
5031,1605441,310,2015-01-27 01:00:00
5032,2173143,310,2015-01-30 12:00:00
5033,492295,310,2015-02-03 20:00:00
5034,1353225,310,2015-02-06 05:00:00
5035,798924,310,2015-02-10 13:00:00
5036,1602824,310,2015-02-13 23:00:00
5037,2450837,310,2015-02-19 08:00:00
5038,1456891,310,2015-02-21 19:00:00
5039,3147327,310,2015-02-23 05:00:00
5040,555991,310,2015-02-27 13:00:00
5041,2627048,310,2015-02-27 23:00:00
5042,3186115,310,2015-03-02 09:00:00
5043,941183,310,2015-03-08 20:00:00
5044,3084098,310,2015-03-10 06:00:00
5045,1335112,310,2015-03-11 19:00:00
5123,3048472,311,2015-01-01 17:00:00
5124,3019643,311,2015-02-01 01:00:00
5125,113868,311,2015-02-12 14:00:00
5126,2529296,311,2015-02-18 06:00:00
5127,1672206,311,2015-03-01 22:00:00
5128,1015800,311,2015-03-09 13:00:00
5129,2659065,311,2015-03-13 01:00:00
5139,2774037,312,2015-01-01 21:00:00
5140,1195539,312,2015-01-23 05:00:00
5141,2553986,312,2015-02-05 20:00:00
5142,1261135,312,2015-02-19 07:00:00
5144,2718917,313,2015-01-01 04:00:00
5145,460108,313,2015-01-04 10:00:00
5146,1426625,313,2015-01-04 20:00:00
5147,1945638,313,2015-01-06 05:00:00
5148,1405055,313,2015-01-06 14:00:00
5149,1363424,313,2015-01-09 22:00:00
5150,685620,313,2015-01-13 06:00:00
5151,629405,313,2015-01-16 11:00:00
5152,1315921,313,2015-01-16 22:00:00
5153,1771458,313,2015-01-21 06:00:00
5154,1162623,313,2015-01-21 16:00:00
5155,337920,313,2015-01-25 00:00:00
5156,1048912,313,2015-01-30 07:00:00
5157,1379541,313,2015-02-02 14:00:00
5158,2095074,313,2015-02-07 00:00:00
5159,1165852,313,2015-02-10 10:00:00
5160,2564979,313,2015-02-14 17:00:00
5161,851291,313,2015-02-16 01:00:00
5162,271506,313,2015-02-18 10:00:00
5163,1561509,313,2015-02-23 17:00:00
5164,2223132,313,2015-02-26 02:00:00
5165,1127906,313,2015-02-26 15:00:00
5166,135015,313,2015-03-02 01:00:00
5167,2431608,313,2015-03-03 09:00:00
5168,590859,313,2015-03-04 23:00:00
5169,2964063,313,2015-03-07 07:00:00
5170,3292059,313,2015-03-08 18:00:00
5171,711321,313,2015-03-11 04:00:00
5172,1336278,313,2015-03-13 15:00:00
5244,530599,314,2015-01-01 09:00:00
5245,2246184,314,2015-02-01 00:00:00
5246,1111958,314,2015-02-10 11:00:00
5247,893624,314,2015-03-12 23:00:00
5250,2027410,315,2015-01-01 23:00:00
5251,254807,315,2015-01-22 21:00:00
5252,1310568,315,2015-02-01 08:00:00
5253,314054,315,2015-02-07 18:00:00
5254,3072356,315,2015-03-04 17:00:00
5255,2101135,316,2015-01-01 14:00:00
5256,335275,316,2015-01-11 23:00:00
5257,2089974,316,2015-01-18 05:00:00
5258,2695143,316,2015-02-15 17:00:00
5259,2427522,316,2015-02-25 05:00:00
5260,755694,316,2015-02-28 17:00:00
5261,3220330,316,2015-03-11 02:00:00
5262,338552,316,2015-03-12 12:00:00
5277,2217568,317,2015-01-01 13:00:00
5278,2213997,317,2015-02-01 03:00:00
5279,3302293,317,2015-02-16 19:00:00
5280,1874883,317,2015-02-25 09:00:00
5281,1640076,317,2015-03-04 02:00:00
5282,792846,318,2015-01-01 09:00:00
